価格グループコード,商品コード,SKUコード,掲載開始日,掲載期限,定価,単価,特記事項,規格１名,産地略称
10000000001,301451318,22090201100101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3900.00,巻網物水氷25杯入前後,1,島根県
10000000002,301451318,22090201100101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4000.00,巻網物水氷25杯入前後,1,島根県
10000000003,301451318,22090201100101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4000.00,巻網物水氷25杯入前後,1,島根県
10000000004,301451318,22090201100101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4000.00,巻網物水氷25杯入前後,1,島根県
10000000006,301451318,22090201100101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3960.00,巻網物水氷25杯入前後,1,島根県
10000000007,301451318,22090201100101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3800.00,巻網物水氷25杯入前後,1,島根県
10000000008,301451318,22090201100101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3600.00,巻網物水氷25杯入前後,1,島根県
00000530000,301452060,22090107770101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,11000.00,釣物12/14杯入,1,山口県
00000600000,301452060,22090107770101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,11100.00,釣物12/14杯入,1,山口県
00002110000,301452060,22090107770101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,11000.00,釣物12/14杯入,1,山口県
00003370000,301452060,22090107770101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,11000.00,釣物12/14杯入,1,山口県
10000000001,301452060,22090107770101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,11000.00,釣物12/14杯入,1,山口県
10000000002,301452060,22090107770101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,11100.00,釣物12/14杯入,1,山口県
10000000003,301452060,22090107770101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,11100.00,釣物12/14杯入,1,山口県
00000530000,301452061,22090107780101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,9800.00,釣物18杯入,1,山口県
00000600000,301452061,22090107780101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,9900.00,釣物18杯入,1,山口県
00002110000,301452061,22090107780101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,9800.00,釣物18杯入,1,山口県
00003370000,301452061,22090107780101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,9800.00,釣物18杯入,1,山口県
10000000001,301452061,22090107780101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,9800.00,釣物18杯入,1,山口県
10000000002,301452061,22090107780101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,9900.00,釣物18杯入,1,山口県
10000000003,301452061,22090107780101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,9900.00,釣物18杯入,1,山口県
00000530000,301452062,22090107790101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,8000.00,釣物24杯入,1,山口県
00000600000,301452062,22090107790101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,8100.00,釣物24杯入,1,山口県
00002110000,301452062,22090107790101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,8000.00,釣物24杯入,1,山口県
00003370000,301452062,22090107790101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,8000.00,釣物24杯入,1,山口県
10000000001,301452062,22090107790101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,8000.00,釣物24杯入,1,山口県
10000000002,301452062,22090107790101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,8100.00,釣物24杯入,1,山口県
10000000003,301452062,22090107790101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,8100.00,釣物24杯入,1,山口県
00000530000,301452063,22090107800101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,6600.00,釣物31杯入,1,山口県
00000600000,301452063,22090107800101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,6700.00,釣物31杯入,1,山口県
00002110000,301452063,22090107800101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,6600.00,釣物31杯入,1,山口県
00003370000,301452063,22090107800101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,6600.00,釣物31杯入,1,山口県
10000000001,301452063,22090107800101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,6600.00,釣物31杯入,1,山口県
10000000002,301452063,22090107800101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,6700.00,釣物31杯入,1,山口県
10000000003,301452063,22090107800101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,6700.00,釣物31杯入,1,山口県
00000530000,301452069,22090201110101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,5000.00,巻網物水氷大サイズ,1,島根県
00000600000,301452069,22090201110101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,5100.00,巻網物水氷大サイズ,1,島根県
00002110000,301452069,22090201110101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,5000.00,巻網物水氷大サイズ,1,島根県
00003370000,301452069,22090201110101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,5000.00,巻網物水氷大サイズ,1,島根県
10000000001,301452069,22090201110101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,5000.00,巻網物水氷大サイズ,1,島根県
10000000002,301452069,22090201110101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,5100.00,巻網物水氷大サイズ,1,島根県
10000000003,301452069,22090201110101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,5100.00,巻網物水氷大サイズ,1,島根県
10000000004,301452069,22090201110101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,5100.00,巻網物水氷大サイズ,1,島根県
10000000006,301452069,22090201110101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,5049.00,巻網物水氷大サイズ,1,島根県
10000000007,301452069,22090201110101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4845.00,巻網物水氷大サイズ,1,島根県
10000000008,301452069,22090201110101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4590.00,巻網物水氷大サイズ,1,島根県
00000530000,301471209,22090105110101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,未定,釣物,1,鹿児島県
00000600000,301471209,22090105110101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,未定,釣物,1,鹿児島県
00002110000,301471209,22090105110101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,未定,釣物,1,鹿児島県
00003370000,301471209,22090105110101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,未定,釣物,1,鹿児島県
10000000001,301471209,22090105110101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,未定,釣物,1,鹿児島県
10000000002,301471209,22090105110101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,未定,釣物,1,鹿児島県
10000000003,301471209,22090105110101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,未定,釣物,1,鹿児島県
00000530000,301484014,22090201020101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2200.00,底曳き網物,1,島根県
00000600000,301484014,22090201020101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2300.00,底曳き網物,1,島根県
00002110000,301484014,22090201020101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2200.00,底曳き網物,1,島根県
00003370000,301484014,22090201020101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2200.00,底曳き網物,1,島根県
10000000001,301484014,22090201020101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2200.00,底曳き網物,1,島根県
10000000002,301484014,22090201020101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2300.00,底曳き網物,1,島根県
10000000003,301484014,22090201020101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2300.00,底曳き網物,1,島根県
00000530000,301484503,22090201050101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,950.00,活〆養殖物3/4㎏,不定貫 2入,愛媛県沖
00000600000,301484503,22090201050101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1000.00,活〆養殖物3/4㎏,不定貫 2入,愛媛県沖
00002110000,301484503,22090201050101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,950.00,活〆養殖物3/4㎏,不定貫 2入,愛媛県沖
00003370000,301484503,22090201050101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,950.00,活〆養殖物3/4㎏,不定貫 2入,愛媛県沖
10000000001,301484503,22090201050101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,950.00,活〆養殖物3/4㎏,不定貫 2入,愛媛県沖
10000000002,301484503,22090201050101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1000.00,活〆養殖物3/4㎏,不定貫 2入,愛媛県沖
10000000003,301484503,22090201050101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1000.00,活〆養殖物3/4㎏,不定貫 2入,愛媛県沖
00000530000,301492001,22090205860101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,未定,底曳網物　下氷,不定貫 約5kg,島根県
00000600000,301492001,22090205860101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,未定,底曳網物　下氷,不定貫 約5kg,島根県
00002110000,301492001,22090205860101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,未定,底曳網物　下氷,不定貫 約5kg,島根県
00003370000,301492001,22090205860101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,未定,底曳網物　下氷,不定貫 約5kg,島根県
10000000001,301492001,22090205860101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,未定,底曳網物　下氷,不定貫 約5kg,島根県
10000000002,301492001,22090205860101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,未定,底曳網物　下氷,不定貫 約5kg,島根県
10000000003,301492001,22090205860101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,未定,底曳網物　下氷,不定貫 約5kg,島根県
00000530000,301650085,22090100070101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2100.00,,不定貫,大分県
00000600000,301650085,22090100070101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2100.00,,不定貫,大分県
00002110000,301650085,22090100070101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2100.00,,不定貫,大分県
00003370000,301650085,22090100070101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2100.00,,不定貫,大分県
10000000001,301650085,22090100070101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2100.00,,不定貫,大分県
10000000002,301650085,22090100070101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2100.00,,不定貫,大分県
10000000003,301650085,22090100070101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,未定,,不定貫,大分県
00000530000,301800224,22090200600101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1200.00,,計量 5kg,愛知県
00000600000,301800224,22090200600101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1200.00,,計量 5kg,愛知県
00002110000,301800224,22090200600101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1200.00,,計量 5kg,愛知県
00003370000,301800224,22090200600101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1200.00,,計量 5kg,愛知県
10000000001,301800224,22090200600101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1200.00,,計量 5kg,愛知県
10000000002,301800224,22090200600101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1200.00,,計量 5kg,愛知県
00000530000,301800466,22090200790101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1000.00,,1,岩手県
00000600000,301800466,22090200790101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1000.00,,1,岩手県
00002110000,301800466,22090200790101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1000.00,,1,岩手県
00003370000,301800466,22090200790101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1000.00,,1,岩手県
10000000001,301800466,22090200790101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1000.00,,1,岩手県
10000000002,301800466,22090200790101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1000.00,,1,岩手県
10000000003,301800466,22090200790101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1050.00,,1,岩手県
00000530000,301800552,22090200720101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,750.00,,1,岩手県
00000600000,301800552,22090200720101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,750.00,,1,岩手県
00002110000,301800552,22090200720101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,750.00,,1,岩手県
00003370000,301800552,22090200720101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,750.00,,1,岩手県
10000000001,301800552,22090200720101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,750.00,,1,岩手県
10000000002,301800552,22090200720101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,750.00,,1,岩手県
10000000003,301800552,22090200720101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,789.00,,1,岩手県
00000530000,301800553,22090200730101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1700.00,,1,岩手県
00000600000,301800553,22090200730101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1700.00,,1,岩手県
00002110000,301800553,22090200730101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1700.00,,1,岩手県
00003370000,301800553,22090200730101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1700.00,,1,岩手県
10000000001,301800553,22090200730101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1700.00,,1,岩手県
10000000002,301800553,22090200730101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1700.00,,1,岩手県
10000000003,301800553,22090200730101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1789.00,,1,岩手県
10000000004,301800553,22090200730101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2200.00,,1,岩手県
10000000006,301800553,22090200730101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2178.00,,1,岩手県
10000000007,301800553,22090200730101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2090.00,,1,岩手県
10000000008,301800553,22090200730101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1980.00,,1,岩手県
00000530000,301800707,22083100970101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,4200.00,,1,北海道
00000600000,301800707,22083100970101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,4200.00,,1,北海道
00002110000,301800707,22083100970101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,4200.00,,1,北海道
00003370000,301800707,22083100970101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,4200.00,,1,北海道
10000000001,301800707,22083100970101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4200.00,,1,北海道
10000000002,301800707,22083100970101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4200.00,,1,北海道
10000000003,301800707,22083100970101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4200.00,,1,北海道
10000000004,301800707,22083100970101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4200.00,,1,北海道
10000000006,301800707,22083100970101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4158.00,,1,北海道
10000000007,301800707,22083100970101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3990.00,,1,北海道
10000000008,301800707,22083100970101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3780.00,,1,北海道
00000530000,301800860,22090100740101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2850.00,,1,ｱﾒﾘｶ
00000600000,301800860,22090100740101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2850.00,,1,ｱﾒﾘｶ
00002110000,301800860,22090100740101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2850.00,,1,ｱﾒﾘｶ
00003370000,301800860,22090100740101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2850.00,,1,ｱﾒﾘｶ
10000000001,301800860,22090100740101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2850.00,,1,ｱﾒﾘｶ
10000000002,301800860,22090100740101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2850.00,,1,ｱﾒﾘｶ
10000000003,301800860,22090100740101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2850.00,,1,ｱﾒﾘｶ
00000530000,301800862,22090100730101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3900.00,,1,ｱﾒﾘｶ
00000600000,301800862,22090100730101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3900.00,,1,ｱﾒﾘｶ
00002110000,301800862,22090100730101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3900.00,,1,ｱﾒﾘｶ
00003370000,301800862,22090100730101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3900.00,,1,ｱﾒﾘｶ
10000000001,301800862,22090100730101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3900.00,,1,ｱﾒﾘｶ
10000000002,301800862,22090100730101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3900.00,,1,ｱﾒﾘｶ
10000000003,301800862,22090100730101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3900.00,,1,ｱﾒﾘｶ
00000530000,301800863,22090100750101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2700.00,,1,ｱﾒﾘｶ
00000600000,301800863,22090100750101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2700.00,,1,ｱﾒﾘｶ
00002110000,301800863,22090100750101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2700.00,,1,ｱﾒﾘｶ
00003370000,301800863,22090100750101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2700.00,,1,ｱﾒﾘｶ
10000000001,301800863,22090100750101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2700.00,,1,ｱﾒﾘｶ
10000000002,301800863,22090100750101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2700.00,,1,ｱﾒﾘｶ
10000000003,301800863,22090100750101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2700.00,,1,ｱﾒﾘｶ
00000530000,303053511,22090200930101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2525.00,,1,ﾍﾞﾄﾅﾑ
00000600000,303053511,22090200930101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2525.00,,1,ﾍﾞﾄﾅﾑ
00002110000,303053511,22090200930101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2525.00,,1,ﾍﾞﾄﾅﾑ
00003370000,303053511,22090200930101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2525.00,,1,ﾍﾞﾄﾅﾑ
10000000001,303053511,22090200930101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2525.00,,1,ﾍﾞﾄﾅﾑ
10000000002,303053511,22090200930101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2525.00,,1,ﾍﾞﾄﾅﾑ
10000000003,303053511,22090200930101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2525.00,,1,ﾍﾞﾄﾅﾑ
00000530000,501013506,22081202490101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2400.00,,1,ﾌﾞﾙｶﾞﾘｱ
00000600000,501013506,22081202490101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2400.00,,1,ﾌﾞﾙｶﾞﾘｱ
00002110000,501013506,22081202490101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2400.00,,1,ﾌﾞﾙｶﾞﾘｱ
00003370000,501013506,22081202490101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2400.00,,1,ﾌﾞﾙｶﾞﾘｱ
10000000001,501013506,22081202490101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2400.00,,1,ﾌﾞﾙｶﾞﾘｱ
10000000002,501013506,22081202490101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2400.00,,1,ﾌﾞﾙｶﾞﾘｱ
00000530000,501013507,22090200760101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,650.00,,1,日本
00000600000,501013507,22090200760101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,650.00,,1,日本
00002110000,501013507,22090200760101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,650.00,,1,日本
00003370000,501013507,22090200760101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,650.00,,1,日本
10000000001,501013507,22090200760101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,650.00,,1,日本
10000000002,501013507,22090200760101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,650.00,,1,日本
10000000003,501013507,22090200760101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,684.00,,1,日本
00000530000,501018938,22090200710101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2300.00,,1,ﾌﾞﾙｶﾞﾘｱ
00000600000,501018938,22090200710101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2300.00,,1,ﾌﾞﾙｶﾞﾘｱ
00002110000,501018938,22090200710101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2300.00,,1,ﾌﾞﾙｶﾞﾘｱ
00003370000,501018938,22090200710101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2300.00,,1,ﾌﾞﾙｶﾞﾘｱ
10000000001,501018938,22090200710101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2300.00,,1,ﾌﾞﾙｶﾞﾘｱ
10000000002,501018938,22090200710101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2300.00,,1,ﾌﾞﾙｶﾞﾘｱ
00000530000,501018974,22090200700101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2650.00,,1,
00000600000,501018974,22090200700101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2650.00,,1,
00002110000,501018974,22090200700101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2650.00,,1,
00003370000,501018974,22090200700101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2650.00,,1,
10000000001,501018974,22090200700101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2650.00,,1,
10000000002,501018974,22090200700101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2650.00,,1,
00000530000,501800009,22090200690101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3150.00,,1,ｲﾝﾄﾞ
00000600000,501800009,22090200690101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3150.00,,1,ｲﾝﾄﾞ
00002110000,501800009,22090200690101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3150.00,,1,ｲﾝﾄﾞ
00003370000,501800009,22090200690101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3150.00,,1,ｲﾝﾄﾞ
10000000001,501800009,22090200690101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3150.00,,1,ｲﾝﾄﾞ
10000000002,501800009,22090200690101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3150.00,,1,ｲﾝﾄﾞ
00000530000,701000101,22062700120101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3600.00,釣冷凍物,1,石川県
00000600000,701000101,22062700120101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3800.00,釣冷凍物,1,石川県
00002110000,701000101,22062700120101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3600.00,釣冷凍物,1,石川県
00003370000,701000101,22062700120101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3600.00,釣冷凍物,1,石川県
10000000001,701000101,22062700120101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3600.00,釣冷凍物,1,石川県
10000000002,701000101,22062700120101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3800.00,釣冷凍物,1,石川県
10000000003,701000101,22062700120101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3790.00,釣冷凍物,1,石川県
00000530000,701000157,22090200820101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2200.00,,不定貫 約5kg,ﾉﾙｳｪｰ
00000600000,701000157,22090200820101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2200.00,,不定貫 約5kg,ﾉﾙｳｪｰ
00002110000,701000157,22090200820101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2200.00,,不定貫 約5kg,ﾉﾙｳｪｰ
00003370000,701000157,22090200820101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2200.00,,不定貫 約5kg,ﾉﾙｳｪｰ
10000000001,701000157,22090200820101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2200.00,,不定貫 約5kg,ﾉﾙｳｪｰ
10000000002,701000157,22090200820101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2200.00,,不定貫 約5kg,ﾉﾙｳｪｰ
10000000003,701000157,22090200820101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2200.00,,不定貫 約5kg,ﾉﾙｳｪｰ
00000530000,701000159,22090200850101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2950.00,,不定貫 約1.6kg,ﾉﾙｳｪｰ
00000600000,701000159,22090200850101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2950.00,,不定貫 約1.6kg,ﾉﾙｳｪｰ
00002110000,701000159,22090200850101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2950.00,,不定貫 約1.6kg,ﾉﾙｳｪｰ
00003370000,701000159,22090200850101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2950.00,,不定貫 約1.6kg,ﾉﾙｳｪｰ
10000000001,701000159,22090200850101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2950.00,,不定貫 約1.6kg,ﾉﾙｳｪｰ
10000000002,701000159,22090200850101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2950.00,,不定貫 約1.6kg,ﾉﾙｳｪｰ
10000000003,701000159,22090200850101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2950.00,,不定貫 約1.6kg,ﾉﾙｳｪｰ
00000530000,701000345,22090107750101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,巻網物7/9㎏,不定貫 4入,島根県
00000600000,701000345,22090107750101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1400.00,巻網物7/9㎏,不定貫 4入,島根県
00002110000,701000345,22090107750101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,巻網物7/9㎏,不定貫 4入,島根県
00003370000,701000345,22090107750101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,巻網物7/9㎏,不定貫 4入,島根県
10000000001,701000345,22090107750101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1350.00,巻網物7/9㎏,不定貫 4入,島根県
10000000002,701000345,22090107750101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1400.00,巻網物7/9㎏,不定貫 4入,島根県
10000000003,701000345,22090107750101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1400.00,巻網物7/9㎏,不定貫 4入,島根県
00000530000,701000583,21061100260101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,4000.00,釣冷凍物,1,島根県
00000600000,701000583,21061100260101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,4200.00,釣冷凍物,1,島根県
00002110000,701000583,21061100260101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,4000.00,釣冷凍物,1,島根県
00003370000,701000583,21061100260101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,4000.00,釣冷凍物,1,島根県
10000000001,701000583,21061100260101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4000.00,釣冷凍物,1,島根県
10000000002,701000583,21061100260101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4200.00,釣冷凍物,1,島根県
10000000003,701000583,21061100260101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,4210.00,釣冷凍物,1,島根県
00000530000,701000686,22090108310101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2650.00,釣物約0.9㎏1尾入,不定貫 0.9-1.1kg,静岡県
