タグID,タグ名
000001291401,藤枝溜池
000000699501,二ﾂ目の池(十二湖)
000000525101,ﾍﾞﾝｾ沼
000000807701,唸沼
000000747501,前潟
000000693001,丸沼(青森県)
000000692001,丸山溜池
000000989301,廻堰大溜池
000001327301,道芝の池(十二湖)
000001046601,明神沼
000000733501,六沢溜池
000001392401,面子坂ﾉ池(十二湖)
000001282801,萢沢溜池
000001206701,破池(十二湖)
000000955001,山辺沢沼
000000955101,山道溜池
000001092101,横沼
000000800601,吉野田新溜池
000000732801,六助溜池
000001113001,沸壷の池(十二湖)
000000043401,ｱﾗﾌﾞ首長国連邦
000000045301,ｱﾙｾﾞﾝﾁﾝ共和国
000000046301,ｱﾙﾒﾆｱ共和国
000000040401,ｱﾒﾘｶ領ｻﾓｱ
000001008901,愛知池
000001009201,愛知池(東郷町)
000001009101,愛知池(日進市)
000001009001,愛知池(みよし市)
000001387101,青池(愛知県)
000001381901,青山池
000001230601,秋ﾉ池
000001267001,芦ヶ池(愛知県)
000001113101,油ヶ淵
000001113201,油ヶ淵(安城市)
000001113301,油ヶ淵(碧南市)
000001377601,雨池(愛知県)
000001278101,荒池(愛知県)
000001022601,新ﾗ田池
000001277401,荒巻池上池
000001277501,荒巻池下池
000001204301,石拾池
000001276201,茨池
000001255301,維摩池(愛知県尾張旭市)
000000712801,今池(愛知県名古屋市)
000001266601,芋地池
000001055801,杁ｹ池
000000728201,入鹿池
000000963001,岩ヶ池
000000967401,岩本池
000001088001,植田大池
000001432801,鵜ﾉ池(愛知県)
000001129801,海老池
000001172501,王越池
000000834101,大井池
000000860301,大池(愛知県安城市)
000000860201,大池(愛知県大府市)
000000860401,大池(愛知県春日井市)
000000859901,大池(愛知県刈谷市)
000000860501,大池(愛知県東海市)
000000860701,大池(愛知県豊田市)
000000860601,大池(愛知県豊橋市)
000000860101,大池(愛知県名古屋市緑区)
000000860001,大池(愛知県名古屋市守山区)
000000877401,大蔵池(愛知県)
000000841101,大堤池(愛知県)
000000848401,大根池
000000874301,大狭間池
000000837501,大原池(愛知県)
000000846001,大広見池
000000847601,大村池
000000848501,大森池
000000902301,奥池(愛知県大府市)
000000902201,奥池(愛知県名古屋市)
000001284001,落合池(愛知県)
000000998901,御深井池
000001304301,親池(愛知県)
000001347101,鏡池(愛知県)
000001245201,筧池
000001247201,籠池(愛知県)
000001097001,水主ｹ池
000001242701,笠寺池
000001396201,風越池
000001303101,要池(愛知県)
000001345001,鎌ｹ谷池
000000669101,上池(愛知県名古屋市)
000000669001,上池(愛知県半田市)
000000671401,上鴨池
000001213401,神沢池
000001269601,苅谷口池
000000973201,川池(愛知県)
000001305401,観音脇池
000000751101,北ﾉ池
000001277101,草野池
000000794701,口無大池
000001155201,熊野池
000001392501,鞍ヶ池
000001446601,黒根池
000001446301,黒廻間池
000000234301,こいの池
000001328701,郷名池
000000927901,小亀池
000000703401,五合上池
000000703501,五合下池
000000930101,小塩津池
000000794901,古代池
000001263901,胡蝶池
000001263801,胡蝶ｹ池
000000929801,小堤西池
000001247501,米ｹ廻間池
000001436101,鷺池(愛知県)
000001195801,皿池(愛知県)
000001088101,椎池(愛知県常滑市)
000000810101,四井池(愛知県みよし市)
000001442101,鹿狩池
000000675601,下鴨池
000000673001,下新池
000001293701,蛇池(愛知県名古屋市西区)
000001293601,蛇池(愛知県名古屋市緑区)
000001094401,正伝池
000001188301,白は池
000000819201,城池(愛知県)
000000811601,四郎曽池
000001190701,白沢池(愛知県)
000001031001,新池(愛知県犬山市)
000001030201,新池(愛知県大府市)
000001030301,新池(愛知県尾張旭市)
000001030501,新池(愛知県春日井市)
000001030901,新池(愛知県武豊町甚田)
000001030801,新池(愛知県武豊町平井田)
000001030701,新池(愛知県東海市)
000001029801,新池(愛知県名古屋市千種区)
000001030001,新池(愛知県名古屋市天白区)
000001029901,新池(愛知県名古屋市名東区)
000001030101,新池(愛知県名古屋市守山区)
000001030401,新池(愛知県日進市)
000001030601,新池(愛知県東浦町)
000001034201,新海池
000001098601,水神池
000001119401,洲原池
000000777601,千子池
000001051301,曽池
000000719801,佐布里池
000001238401,空池(愛知県)
000000833901,大久手池
000000849701,大正池(愛知県)
000000881401,大道平池
000000846401,大廻間池
000001143101,滝ﾉ水池
000001143401,滝水池
000001239001,立会池
000001449401,龍ｹ池(愛知県)
000001239501,立石池(愛知県)
000001235201,種廻間池
000001095401,段戸湖
000001246301,築水池
000001276401,茶屋ｹ坂池
000001371701,長間地池
000001349101,長三池
000001354301,長成池
000000750001,勅使池
000000827301,塚ﾉ杁池
000001295701,螺貝池.
000000817901,坪山池
000000380501,ﾃﾞｯﾁｮ池
000001066301,東禅寺上池
000001016201,戸笠池
000000395501,ﾄﾁﾈ池
000001396301,飛山池
000000974501,巴湖
000001356101,長池(愛知県)
000000684601,中島池(愛知県)
000000680101,中ﾉ池(愛知県)
000000684001,中山池(愛知県)
000000651701,七本木池
000000651501,七曲池(愛知県)
000001430301,鳴子池
000001145001,濁池(愛知県尾張旭市)
000001145101,濁池(愛知県常滑市)
000001145201,濁池(愛知県豊明市)
000001301601,西池(愛知県)
000001300001,西午ｹ池
000000700501,二反田池
000001270901,若王子池
000000975701,布池(愛知県)
000001081901,根池
000001162701,猫ｹ洞池
000001093501,機織池
000000729701,八反田池(愛知県)
000001121701,浜池(愛知県)
000001070301,林ﾉ池
000001375801,隼人池
000000785601,半田池(愛知県)
000001065401,東池(愛知県名古屋市)
000001065501,東池(愛知県日進市)
000001086201,桧原大池
000000980601,平池(愛知県尾張旭市)
000000980501,平池(愛知県名古屋市)
000000979501,平手池
000000979301,平戸池
000000982501,平野池
000000978601,平山池(愛知県)
000001294701,蛭池
000001172901,琵琶ｹ池
000001049801,普ｹ脇池
000000698901,二ｯ池.(愛知県名古屋市緑区)
000000698801,二ｯ池.(愛知県名古屋市守山区)
000000745601,別曽池
000000990301,弁天池(愛知県)
000001046901,星名池
000001254301,細口池(名古屋市)
000001254201,細口池(みよし市)
000001298601,補陀ｹ池
000000724101,保田ｹ池
000001295601,螺貝池
000001117701,洞口池
000001019201,掘割池
000001160001,牧野池
000000829401,増田池
000001069001,松池(愛知県)
000001402801,馬舟池
000001295401,蝮池
000000653101,万福寺池
000001303601,見返ｹ池
000000657601,三崎池
000001097601,水広下池
000000654901,三ﾂ池(愛知県)
000000654001,三ｯ口池
000001255901,緑ｹ池
000000787801,南沢池
000000919201,宮池(愛知県半田市南二ﾂ坂町)
000000919301,宮池(愛知県半田市南宮路町)
000000911401,宮刈池
000000656901,三好池
000001045101,明徳池
000001193301,百々池(愛知県)
000000729601,八助谷池
000000907801,安田池
000000953901,山田池(愛知県)
000001089401,楪池
000001091701,横川池
000001285501,葭池(愛知県)
000000800101,吉田池(半田市)
000000800201,吉田池(美浜町)
000000677001,与兵池
000000745701,利兵池
000001240001,竜巻池(愛知県)
000001270601,若松谷池
000000748101,割目池
000000787201,南極大陸
000000507801,ﾌﾗﾝｽ領南方極南諸島
000000049601,ｱﾝﾃｨｸﾞｱ･ﾊﾞｰﾌﾞｰﾀﾞ
000000113001,ｵｰｽﾄﾗﾘｱ連邦
000000113501,ｵｰｽﾄﾘｱ共和国
000001311401,豪州ｱﾎﾟﾛ/ﾛﾊﾞｰﾄ/ｻｲｸｽ海域TAS
000001311701,豪州ﾋﾞｯｸ湾海域TAS
000001311601,豪州ﾃﾞﾆｱﾙ湾海域SA
000001311801,豪州ﾏｳﾝﾄﾀﾞｯﾄﾝ湾海域SA
000001311501,豪州ｽﾓｰｷｨ湾海域SA
000000025201,ｱｾﾞﾙﾊﾞｲｼﾞｬﾝ共和国
000000511301,ﾌﾞﾙﾝｼﾞ共和国
000000523101,ﾍﾞﾙｷﾞｰ王国
000000516201,ﾍﾞﾅﾝ共和国
000000140501,ｵﾗﾝﾀﾞ王国ﾎﾞﾈｰﾙ､ｼﾝﾄ･ﾕｰｽﾀﾃｨｳｽ､ｻﾊﾞ
000000510801,ﾌﾞﾙｷﾅﾌｧｿ
000000464501,ﾊﾞﾝｸﾞﾗﾃﾞｼｭ人民共和国
000000510701,ﾌﾞﾙｶﾞﾘｱ共和国
000000438601,ﾊﾞｰﾚｰﾝ王国
000000456201,ﾊﾞﾊﾏ国
000000531701,ﾎﾞｽﾆｱ･ﾍﾙﾂｪｺﾞﾋﾞﾅ
000000507301,ﾌﾗﾝｽ領ｻﾝ･ﾊﾞﾙﾃﾙﾐｰ島
000000522001,ﾍﾞﾗﾙｰｼ共和国
000000522301,ﾍﾞﾘｰｽﾞ
000000058101,ｲｷﾞﾘｽ領ﾊﾞﾐｭｰﾀﾞ諸島
000000537501,ﾎﾞﾘﾋﾞｱ多民族国
000000505401,ﾌﾞﾗｼﾞﾙ連邦共和国
000000463101,ﾊﾞﾙﾊﾞﾄﾞｽ
000000511101,ﾌﾞﾙﾈｲ･ﾀﾞﾙｻﾗｰﾑ国
000000490301,ﾌﾞｰﾀﾝ王国
000000437101,ﾉﾙｳｪｰ領ﾌﾞｰﾍﾞ島
000000535101,ﾎﾞﾂﾜﾅ共和国
000000682801,中央ｱﾌﾘｶ共和国
000000156201,ｶﾅﾀﾞ
000000113201,ｵｰｽﾄﾗﾘｱ領ｺｺｽ諸島
000000321401,ｽﾍﾟｲﾝ領ｾｳﾀ
000000306101,ｽｲｽ連邦
000000369901,ﾁﾘ共和国
000000689501,中華人民共和国
000000232101,ｺｰﾄｼﾞﾎﾞﾜｰﾙ共和国
000000165401,ｶﾒﾙｰﾝ共和国
000000253401,ｺﾝｺﾞ民主共和国
000000253301,ｺﾝｺﾞ共和国
000000209701,ｸｯｸ
000000252901,ｺﾛﾝﾋﾞｱ共和国
000000250301,ｺﾓﾛ連合
000000507201,ﾌﾗﾝｽ領ｸﾘｯﾊﾟｰﾄﾝ島
000000143301,ｶｰﾎﾞヴｪﾙﾃﾞ共和国
000000243101,ｺｽﾀﾘｶ共和国
000000195801,ｷｭｰﾊﾞ共和国
000000140301,ｵﾗﾝﾀﾞ王国ｷｭﾗｿｰ
000000113101,ｵｰｽﾄﾗﾘｱ領ｸﾘｽﾏｽ島
000000057401,ｲｷﾞﾘｽ領ｹｲﾏﾝ諸島
000000193401,ｷﾌﾟﾛｽ共和国
000000360501,ﾁｪｺ共和国
000000387101,ﾄﾞｲﾂ連邦共和国
000000057901,ｲｷﾞﾘｽ領ﾃﾞｨｴｺﾞｶﾞﾙｼｱ島
000000283001,ｼﾞﾌﾞﾁ共和国
000000398401,ﾄﾞﾐﾆｶ国
000000386501,ﾃﾞﾝﾏｰｸ王国
000000398301,ﾄﾞﾐﾆｶ共和国
000000044801,ｱﾙｼﾞｪﾘｱ民主人民共和国
000000100301,ｴｸｱﾄﾞﾙ共和国
000000100901,ｴｼﾞﾌﾟﾄ･ｱﾗﾌﾞ共和国
000001320801,赤蔵ｹ池
000001374101,阿弥陀池(愛媛県)
000001104601,池田池(愛媛県)
000000975201,市越池
000000649601,一番池
000001160401,犬塚池
000000713101,今西池
000000963801,岩崎池
000000106101,えばら湖
000000859401,大池(愛媛県今治市)
000000859501,大池(愛媛県伊予市)
000000859801,大池(愛媛県西予市)
000000859601,大池(愛媛県松山市梅本町)
000000859701,大池(愛媛県松山市鷹子町)
000000880001,大谷池(愛媛県伊予市)
000000880201,大谷池(愛媛県西条市)
000000880101,大谷池(愛媛県砥部町)
000000902101,奥池(愛媛県)
000001397701,飼谷池
000001305801,角田池
000000738701,兼久池
000001436601,鹿ﾉ子池(愛媛県)
000000697101,亀ｹ池(愛媛県)
000000753601,北池(愛媛県)
000001322101,車地池
000001412001,高麗池
000000932701,小林池(愛媛県)
000001325401,逆瀬池(愛媛県)
000001111201,沢の池(愛媛県)
000001074001,枝朶下池
000001029601,新池(愛媛県大洲市)
000001029501,新池(愛媛県久万高原町)
000001029701,新池(愛媛県松山市)
000001279601,菅原池(愛媛県)
000001394201,須ﾉ川上池
000001394301,須ﾉ川下池
000000718601,住居谷池
000001372801,関地池
000000846901,大明神池
000001407201,高田池
000001182701,田高池
000000724801,俵原池(愛媛県)
000001326301,通谷池
000000746101,利近池
000001354501,長曽池
000000683901,中山池(愛媛県)
000001300301,西大池
000001019701,播磨塚池
000000802201,吹上池
000001266001,船川池
000000796401,古毛田池
000000676801,不老の池
000000826501,堀越池
000001070101,松陰池
000000998501,御池(愛媛県)
000001054001,木綿越池
000000953801,山田池(愛媛県)
000001397801,養下池
000000800301,吉藤池
000001240401,竜王池(愛媛県大洲市)
000001240301,竜王池(愛媛県八幡浜市)
000000907401,安居島
000001382101,青島(愛媛県)
000001320601,赤穂根島
000001177901,生名島
000000963401,岩城島
000001413101,魚島
000001433101,鵜島(愛媛県)
000001401901,馬島(愛媛県)
000000833101,大下島
000000844201,大島(愛媛県今治市)
000000844301,大島(愛媛県八幡浜市)
000000833001,大三島
000000962901,岡村島
000000931201,小島(愛媛県)
000000808901,嘉島(愛媛県宇和島市)
000001441901,鹿島(愛媛県松山市)
000000696401,九島(愛媛県)
000001057101,来島(愛媛県)
000000930301,小大下島
000001264901,興居島
000000719701,佐島(愛媛県)
000000815201,地大島
000001404501,高井神島
000001241101,竹ｹ島(愛媛県)
000001118901,津島(愛媛県)
000001342801,釣島
000001118601,津和地島
000001015801,戸島(愛媛県)
000001310501,豊島(愛媛県)
000000684301,中島(愛媛県)
000001024401,新居大島
000001005101,怒和島
000001332501,野忽那島
000000718201,伯方島
000001096101,比岐島
000001041101,日振島
000000701501,二神島(愛媛県)
000000752701,北条鹿島
000001199501,睦月島
000000992201,弓削島
000000110201,ｴﾘﾄﾘｱ国
000000056901,ｲｷﾞﾘｽ主権基地領域ｱｸﾛﾃｨﾘおよびﾃﾞｹﾘｱ
000001299301,西ｻﾊﾗ
000000321101,ｽﾍﾟｲﾝ
000000101401,ｴｽﾄﾆｱ共和国
000000105101,ｴﾁｵﾋﾟｱ連邦民主共和国
000001161601,猪ｹ池
000000839801,大堤(福井県)
000000744401,刈込池(福井県)
000000774001,北潟湖(福井県)
000000694201,久々子湖(三方五湖)
000001293001,蛇ｹ池.(福井県)
000001097901,水月湖(三方五湖)
000001280401,菅湖(三方五湖)
000001411301,高谷ｹ池
000000891901,天魔ヶ池
000001040301,日向湖(三方五湖)
000001230401,福良池
000001095101,武周ヶ池
000000658101,三方湖(三方五湖)
000000657701,三方五湖
000000657801,三方五湖(美浜町)
000000657901,三方五湖(若狭町)
000000997401,御手洗池(福井県)
000000832401,夜叉ヶ池(福井県)
000000491401,ﾌｨﾝﾗﾝﾄﾞ共和国
000000490801,ﾌｨｼﾞｰ共和国
000001197101,相島(福岡県)
000001291001,藍島(福岡県)
000001402001,馬島(福岡県)
000000844401,大島(福岡県)
000001105401,沖ﾉ島(福岡県)
000000929601,小呂島
000001171101,玄界島
000001004401,志賀島
000000815301,地島(福岡県)
000001264101,能古島
000000905001,姫島(福岡県)
000000058301,ｲｷﾞﾘｽ領ﾌｫｰｸﾗﾝﾄﾞ諸島
000001197801,相浦池
000001196801,相原池(福岡県)
000001320401,赤石池
000001319901,赤牟田新池
000001442401,麻生池
000001113701,油田溜池
000001277701,荒平地
000001050301,暗谷池
000001104001,池尾池
000001103701,池上池
000001103801,池代池
000001104801,池田池(福岡県)
000001105001,池田溜池
000001204901,石田池
000001201501,石堂池
000000974601,市作池
000000648601,一丁溜池
000000742501,出ｹ浦溜池
000000706001,井ﾉ口池
000000711301,今屋奥池
000000715801,伊山池
000000083301,うぐいす塚溜池
000000995201,後谷池
000001433201,鵜巣池
000001086601,梅ﾉ木溜池
000001086901,梅干池
000001122001,浦園池
000001122801,浦田池(福岡県糟屋郡志免町)
000001122701,浦田池(福岡県直方市)
000001122601,浦田池(福岡県宗像市)
000001122301,浦田上池
000001122401,浦田下池
000001298301,裏ﾉ谷池
000001121901,浦ﾉ原池
000001102301,江辻池
000001147701,烏帽子池
000000862701,大池(福岡県大野城市)
000000863101,大池(福岡県粕屋町)
000000862601,大池(福岡県北九州市)
000000862501,大池(福岡県上毛町)
000000862901,大池(福岡県太宰府市大佐野)
000000862801,大池(福岡県太宰府市吉松)
000000863001,大池(福岡県宗像市)
000000863201,大池(福岡県行橋市)
000000848001,大板井堤
000000871901,大浦池(福岡県田川市)
000000872001,大浦池(福岡県福智町)
000000887801,大首池
000000833601,大久保池(福岡県)
000000877501,大蔵池(福岡県)
000000881301,大迫池(福岡県)
000000880401,大谷池(福岡県須恵町)
000000880301,大谷池(福岡県福岡市)
000000841801,大塚溜池
000000839901,大堤(福岡県)
000000877901,大西池
000000837601,大原池(福岡県)
000000837901,大古野池
000000873901,大濠池
000000874001,大牟田池(福岡県春日市)
000000874201,大牟田池福岡県福岡市
000000928201,小倉新池
000000940601,尾崎池
000000940701,尾崎溜池
000000999001,御清水ｹ池
000000938601,小野牟田池
000000931001,小山田池(福岡県)
000001018301,折戸池
000000742401,凱旋池
000001077301,柿ｹ元池
000001156801,片白溜池
000001156601,片平池
000000750701,勝盛ため池
000001305901,角石池
000001372301,門田溜池
000000157101,ｶﾆｶﾞ坂溜池
000001348601,鐘ｹ浦池
000000799101,叶原池
000001341601,釜ｹ谷池
000001341901,釜底溜池
000001285801,蒲田池
000001341801,釜割池
000000669301,上池(福岡県)
000000666501,上堤(福岡県)
000000665901,上中ﾉ迫池
000000665201,上ﾉ堤
000001431901,鴨生田池
000001404101,駕与丁池
000001147601,烏尾溜池
000000748601,加廊戸池
000000807101,唐山池
000000714501,仮又池
000001304501,観賞池
000000923801,寒地古池
000000751301,北ﾉ浦
000001053801,木月池
000001306301,記念池(福岡県)
000001444101,黍田池
000000694501,久屋池
000001043401,旧山の井池
000000744101,切通池
000001277001,草場池
000001285401,葛葉池
000001154901,熊添池
000001149601,熊本池
000000725401,倉谷溜池
000001140501,源蔵池(福岡県)
000000933801,小池(福岡県大野城市)
000000934101,小池(福岡県粕屋町)
000000933901,小池(福岡県太宰府市)
000000934001,小池(福岡県県那珂川町)
000000799301,合木池
000000726701,光明寺池
000001405201,高山池
000000702101,五ｹ村池
000001292701,虚空蔵池
000001089601,極楽池
000001269901,苔牟田池
000000937901,小袖池
000001094701,此の岡池
000000937301,小舟池
000000932201,小松ｹ池
000000704201,五毛池
000001090401,権現堂溜池
000001021401,斉藤池
000000828701,境池
000000816701,坂瀬池(福岡県)
000000816201,坂堤
000001324801,逆水池
000000726301,先ｹ浦池
000001085601,桜池(福岡県)
000001244301,笹池(福岡市城南区)
000001244201,笹池(福岡市南区)
000001244601,笹隈池
000001243801,笹原池(福岡県)
000001044201,早苗田新池
000001163301,猿楽田池
000000661101,三軒屋池
000000656801,三太郎池
000001088201,椎牟田池
000000828601,塩頭溜池
000001020901,敷縄池
000000816001,地蔵谷池
000000810401,四反田池
000000672701,下堤(福岡県)
000000671701,下ﾉ新池
000000671501,下ﾉ堤
000001281601,菖蒲池(福岡県)
000001049301,昭和池(福岡県)
000001191401,白石池(福岡県)
000001189601,白木谷池
000001189401,白旗池(福岡県)
000000939801,尻ﾉ池
000000811501,四郎五郎池
000001190401,白水池(福岡県)
000001031301,新池(福岡県大野城市)
000001031201,新池(福岡県上毛町)
000001032301,新池(福岡県須賀市)
000001031501,新池(福岡県直方市)
000001032201,新池(福岡県那珂川町片縄)
000001032101,新池(福岡県那珂川町松木)
000001031901,新池(福岡県福岡市西区飯盛)
000001031801,新池(福岡県福岡市西区吉武)
000001032701,新池(福福岡県福岡市博多区東平尾)
000001031701,新池(福岡県福岡市南区柏原)
000001031601,新池(福岡県福岡市南区屋形原)
000001031401,新池(福岡県宗像市)
000001032001,新池(福岡県行橋市)
000001039101,新開池
000001003401,心字池(福岡県)
000001304101,親水溜池(福岡市城南区)
000001304001,親水溜池(福岡市博多区)
000001024101,新大間池
000001024501,新山の井池
000001395001,須玖新池
000000973801,巣鳥池
000001142901,滑り池
000001020801,整理池
000001134401,清林寺池
000001146501,瀬戸口池
000000808401,善蔵堤
000000714301,仙頭ｹ浦池
000000714401,仙頭ｹ浦池下
000001005801,惣利池
000001243301,第三溜池
000000850101,大正池(福岡県北九州市)
000000850201,大正池(福岡県福岡市)
000000850001,大正池(福岡県みやこ町)
000000847901,大東池
000001243501,第二留池
000000832801,大ﾉ瀬大池
000000875701,大福池
000001406901,高橋池
000001182001,田蔵池
000000349601,ﾀﾀﾞｺｴ池
000001309101,谷池(福岡県)
000001308801,谷山池(福岡県)
000001095301,段ﾉ橋池
000001371901,長養池
000000827401,塚本池
000000813501,土取池
000001245001,筒口池(飯塚市)
000001244901,筒口池(須恵町)
000000976401,常福池
000001434301,鶴ｹ谷溜池
000001435101,鶴田池(福岡県)
000000925901,寺浦池
000000926201,寺田池(福岡県)
000000889201,天拝湖
000000968301,峠下池
000000826801,堂面池
000001326001,通り浦池
000001015601,戸切池
000001000201,徳丸池
000001425201,鳥羽池
000001429901,鳥飼池
000001425301,鳥越池
000000402101,ﾄﾘﾊﾞﾐ池
000000404901,ﾄﾝﾎﾞ池(福岡県)
000000687001,中池(福岡県)
000001356701,長池(福岡県北九州市)
000001356801,長池(福岡県那珂川町)
000001360601,長浦池
000000683301,中尾池(福岡県福岡市早良区)
000000683201,中尾池(福岡県福岡市南区)
000001363801,長迫池
000001360801,長添池
000001100501,永田池(福岡県)
000000690801,中長谷池
000000680301,中ﾉ池(福岡県)
000000679301,中ﾉ堤
000000681701,中原池(福岡県)
000000681501,中原大池
000000681601,中原新池
000000681401,中原中池
000001430401,鳴池
000000411601,ﾅﾏｴ池
000000800801,名前谷池
000001089201,楢原池
000001377301,難波池
000001145301,濁池(福岡県)
000001302601,西浦池
000000710201,仁代池
000000701401,二番池
000001449101,鼠ｹ池
000001331401,野口堤
000001331801,野多目大池
000001338001,野間大池
000001264201,能呂ｹ池
000001283101,萩原池(福岡県)
000001245901,箱池
000001287201,蓮池(福岡県宗像市)
000001287301,蓮池(福岡県行橋市)
000001185801,畠田池
000001185401,畑成池
000001403201,馬違池
000000731701,八田池
000001268601,花宗溜池
000001285201,葉山池
000000791501,原口池
000000792401,原田池(福岡県)
000001196401,盤若池
000001234401,稗畑池
000000473001,ﾋｼｬﾃｶﾞ浦池
000001039801,日の浦池
000000481701,ひょうたん池(福岡県)
000000978201,平尾新池
000000977701,平原池(福岡県福岡市南区井尻)
000000977801,平原池(福岡県福岡市南区野多目)
000000978701,平山池(福岡県)
000000718001,伏龍池
000001123501,浮州池
000001310301,豊前坊池
000000793501,双子池(福岡県)
000000676101,不動池(福岡県糸島市)
000000676001,不動池(福岡県福岡市)
000000797201,古池(福岡県)
000000795601,古大間池
000000745201,別当池
000000826001,堀切池
000001054601,本圧池
000001054501,本入溜池
000000747601,前田大池
000001159401,牧の池(福岡県)
000001199101,真迫の上池
000001074201,枡池(福岡県)
000001069501,松田池
000001068501,松延池
000001069701,松葉谷池
000001068801,松本池
000001402101,馬手池
000000693101,丸田池
000000691801,丸山池(福岡県)
000000937801,小袖
000000655701,三倉池
000001212301,神子谷地
000001096601,水ｹ浦池
000001098501,水町池
000001303501,見立大池
000001326701,道手池
000000656001,三兼池
000000660001,三留池
000001263001,耳取池
000001262901,耳取ﾉ池
000000920301,宮田越上池
000000911201,宮の池
000000801601,向原池
000000976001,席田池
000001158901,牟田池(福岡県直方市)
000001159001,牟田池(福岡県福津市)
000001159301,牟田溜池
000001253801,紫池
000000591101,ﾑﾗﾀ池
000001096301,毛田池
000001200001,矢方池
000000993401,弥五郎谷池
000000907701,安永池
000000907101,安之浦池
000000728501,八ｹ窪池
000001076501,柳池(福岡県)
000000955201,山門池
000000950001,山後池
000000954001,山田池(福岡県)
000000943101,山中堤
000000942401,山ﾉ口池(飯塚市)
000000942301,山ﾉ口池(上毛町)
000000942501,山ﾉ屋敷池
000000830401,夕田池
000001139001,湯溜池
000001398101,養魚池(福岡県)
000000799501,吉ｹ浦池
000000799401,吉ｹ浦下池
000000800501,吉野池
000000799601,吉原池
000001378801,雷山大溜池
000001375301,陸軍池
000001262601,老司大池
000001441701,鹿助池
000000733801,六郎原池
000001270201,若宮池
000001270301,若山堤
000001255601,綿打池.(福岡県)
000000506401,ﾌﾗﾝｽ共和国
000000386701,ﾃﾞﾝﾏｰｸ自治領ﾌｪﾛｰ諸島
000001387501,青沼(福島県北塩原村五色沼)
000001343601,銅沼(福島県北塩原村)
000001319401,赤沼(福島県北塩原村五色沼)
000001230701,秋元湖
000001230901,秋元湖(猪苗代町)
000001230801,秋元湖(北塩原村)
000001267501,芦沼
000001378101,雨沼
000001278201,荒池(福島県郡山市安積町)
000001278301,荒池(福島県郡山市池ﾉ台)
000001201101,石ﾉ宮溜池
000000702701,五十鈴湖
000001162201,猪苗代湖
000001162301,猪苗代湖(会津若松市)
000001162401,猪苗代湖(猪苗代町)
000001162501,猪苗代湖(郡山市)
000000814101,圦沢溜池
000000665601,上の池.(福島県)
000000741001,内谷沼
000001294901,蛯沢池
000000863301,大池(福島県中島村)
000000863401,大池(福島県矢吹町)
000000834701,大内沼
000000833401,大久保堤
000000866601,大沢堤
000000867301,大沢沼
000000845901,大平沼(福島県)
000000888201,大鳥池(福島県)
000000869801,大沼(福島県喜多方市)
000000869901,大沼(福島県西会津町)
000000843501,大岐溜池
000000878801,大谷地溜池
000001376601,雄国沼
000001086501,桶沼
000000941001,尾瀬沼(福島県)
000000695701,乙女沼
000001185001,男沼(福島県)
000000938301,小野川湖
000000996001,御山溜池
000001346501,鏡ヶ池(福島県)
000001346701,鏡ヶ沼
000001157001,片貝ﾉ池
000001338501,金ｹ森溜池
000001348501,鐘ヶ沼
000001208001,神下堤
000001342101,釜池(福島県)
000001345101,鎌倉池
000001345601,鎌沼
000001341701,釜の前池
000000807501,唐神溜池
000000972301,川上青沼
000000174301,ｶﾜﾄ沼
000001376001,雁ｹ峠堤
000001305201,観音溜池
000001305101,観音沼
000000753801,北沢池
000001338901,金古堤
000000213801,ｸﾗｽﾐ池
000000934201,小池(福島県)
000001183201,甲府沼
000000993201,弘法沼
000001411701,高野池
000000797601,古潟沼
000000937701,小萱堤
000000704901,五色沼(福島県北塩原村)
000000705001,五色沼(福島県福島市)
000000929901,小塚溜池
000001329101,酒蓋池
000000974001,左下池
000001244401,笹沼
000000775401,十三奉行溜池
000001329701,重兵衛池
000001193101,白鳥池(福島県)
000001032501,新池(福島県郡山市大槻町)
000001032401,新池(福島県郡山市三穂田町)
000001032601,新池(福島県須賀市)
000000784701,千軒平溜池
000000714001,仙水沼
000000808101,善宝池
000001051001,曽原湖
000000888401,大黒池
000001404801,高子沼
000000910001,宝沢沼
000000909201,宝の草池
000001094801,武井溜池
000001398501,館山溜池
000000790301,卵池
000001172001,玉野溜池
000001296901,血ﾉ池(福島県)
000000826601,堂尻池
000001357001,長池(福島県郡山市)
000001356901,長池(福島県檜枝岐村)
000000688601,中瀬沼
000000683001,中富堤
000001359801,長沼(福島県)
000000680901,中丸溜池
000000830101,夏無沼
000001344301,鍋沼
000000788201,南湖
000001144701,濁り沼
000001300801,西山溜池
000000710701,仁田沼
000001114601,沼尾沼
000001115301,沼沢湖
000001287401,蓮池(福島県)
000001285001,葉ﾉ木池
000001401501,馬場池(福島県)
000000792101,原溜池
000000785801,半田沼
000001096201,毘沙門沼(福島県北塩原市五色沼)
000001257501,美女池(福島県)
000001042801,日沼(福島県)
000001093701,檜原湖
000000905301,姫沼(福島県)
000001173401,琵琶池(福島県)
000001292001,藤金沢溜池
000001286101,蓋沼
000000977501,平伏沼
000000991701,弁天沼(福島県北塩原村五色沼)
000000817601,坊主沼
000001050601,曲沢沼
000001050801,曲沼(福島県)
000001068401,松川浦
000000692801,丸沼(福島県)
000000652701,万海池
000000571801,みさご沢池
000000654201,三ﾂ森溜池
000001133101,深泥沼(福島県北塩原村五色沼)
000000903501,女沼
000001076901,柳沼(福島県北塩原村五色沼)
000001199601,矢の原沼
